id_usuario;edad;nacionalidad;origen;tipo_turista_preferido;compañia_viaje;frecuencia_viaje;restricciones_movilidad;presupuesto_estimado;sitios_visitados;calificacion_sitios_previos;tiempo_estancia_promedio
U03242;54;Colombia;Pasto;naturaleza;pareja;1;ninguna;132780;37;2.7;110
U03243;18;Colombia;Barranquilla;cultural;solo;2;ninguna;197084;13;4.4;184
U03244;33;Colombia;Bucaramanga;gastronómico;pareja;1;ninguna;289685;22;4.2;196
U03245;39;Colombia;Cúcuta;naturaleza;familia;3;ninguna;216636;7;4.1;31
U03246;35;Colombia;Neiva;cultural;pareja;1;ninguna;307898;17;4.9;152
U03247;64;Colombia;Medellín;cultural;pareja;2;ninguna;244362;4;5.0;203
U03248;53;Colombia;Barranquilla;gastronómico;pareja;3;ninguna;220261;29;3.1;192
U03249;63;Argentina;Extranjero;relax_fotografía;solo;3;ninguna;109658;18;4.2;344
U03250;33;Colombia;Ibagué;aventura;solo;2;ninguna;221922;11;4.2;116
U03251;30;México;Extranjero;naturaleza;amigos;1;ninguna;120179;7;4.0;31
U03252;65;Colombia;Cartagena;naturaleza;pareja;2;ninguna;251331;1;3.7;171
U03253;59;Colombia;Ibagué;cultural;solo;4;ninguna;223488;6;4.9;136
U03254;37;Colombia;Bogotá;cultural;familia;4;ninguna;232740;6;4.3;199
U03255;42;Colombia;Villavicencio;cultural;amigos;1;ninguna;265780;33;4.4;40
U03256;26;Colombia;Barranquilla;cultural;amigos;2;ninguna;191443;1;4.2;83
U03257;29;Perú;Extranjero;cultural;pareja;2;ninguna;124102;25;4.2;133
U03258;44;Colombia;Neiva;relax_fotografía;solo;2;ninguna;269217;34;3.8;71
U03259;61;Colombia;Neiva;naturaleza;pareja;1;ninguna;133625;9;3.9;288
U03260;20;Colombia;Ibagué;cultural;solo;3;ninguna;309410;9;4.6;315
U03261;35;Colombia;Medellín;gastronómico;pareja;1;ninguna;197949;0;3.8;156
U03262;68;Colombia;Villavicencio;aventura;pareja;2;ninguna;262653;18;3.5;160
U03263;29;Estados Unidos;Extranjero;gastronómico;amigos;1;ninguna;252470;38;4.2;166
U03264;61;Estados Unidos;Extranjero;naturaleza;pareja;4;ninguna;80000;27;4.2;333
U03265;27;Colombia;Ibagué;cultural;solo;3;ninguna;337003;19;3.2;125
U03266;33;Colombia;Bucaramanga;naturaleza;familia;2;ninguna;202420;36;4.0;314
U03267;23;México;Extranjero;cultural;familia;2;ninguna;213739;10;3.9;175
U03268;43;Colombia;Pasto;cultural;solo;2;leve;261372;23;4.3;209
U03269;33;Ecuador;Extranjero;gastronómico;pareja;2;ninguna;195499;4;4.1;232
U03270;25;Colombia;Barranquilla;cultural;solo;2;leve;105066;28;4.4;141
U03271;24;Colombia;Cartagena;aventura;pareja;2;ninguna;248370;2;3.9;121
U03272;47;Colombia;Cali;cultural;pareja;2;ninguna;155918;38;3.8;249
U03273;46;México;Extranjero;cultural;pareja;4;ninguna;299872;27;4.2;101
U03274;59;Colombia;Ibagué;aventura;familia;2;ninguna;206825;35;4.1;240
U03275;24;Colombia;Pasto;naturaleza;familia;1;ninguna;354729;6;3.9;299
U03276;61;Colombia;Tunja;aventura;amigos;1;ninguna;210252;8;4.5;248
U03277;59;Colombia;Bogotá;cultural;familia;3;ninguna;210324;23;3.9;177
U03278;46;Colombia;Tunja;aventura;pareja;2;ninguna;92032;23;4.5;278
U03279;38;Colombia;Medellín;naturaleza;familia;1;ninguna;193652;14;4.0;39
U03280;39;Colombia;Cúcuta;relax_fotografía;familia;3;ninguna;202441;22;4.6;322
U03281;29;Colombia;Barranquilla;naturaleza;pareja;2;ninguna;208451;34;3.6;341
U03282;27;Colombia;Cúcuta;cultural;pareja;2;ninguna;126904;10;5.0;40
U03283;40;Colombia;Pereira;naturaleza;familia;2;ninguna;177956;10;3.9;73
U03284;66;Colombia;Ibagué;relax_fotografía;familia;2;ninguna;351488;38;4.4;223
U03285;29;Colombia;Pasto;cultural;amigos;1;ninguna;208797;21;4.3;275
U03286;31;Colombia;Cúcuta;naturaleza;pareja;2;ninguna;294477;1;5.0;352
U03287;47;Colombia;Ibagué;naturaleza;solo;1;ninguna;266338;23;4.9;249
U03288;19;Colombia;Cúcuta;aventura;amigos;2;ninguna;138721;4;3.9;155
U03289;37;Colombia;Manizales;naturaleza;familia;1;ninguna;282139;12;3.6;76
U03290;37;Colombia;Bucaramanga;cultural;amigos;2;ninguna;319912;7;4.1;83
U03291;36;Colombia;Manizales;naturaleza;pareja;2;ninguna;283086;24;3.6;75
U03292;62;Colombia;Tunja;gastronómico;pareja;3;ninguna;80000;1;4.4;47
U03293;68;Estados Unidos;Extranjero;aventura;pareja;1;ninguna;140812;13;3.6;319
U03294;29;Colombia;Bogotá;gastronómico;solo;2;ninguna;98180;2;3.8;125
U03295;33;Colombia;Pereira;aventura;solo;4;ninguna;337099;1;4.5;321
U03296;65;Colombia;Pasto;cultural;solo;1;ninguna;215509;20;4.6;63
U03297;43;Colombia;Ibagué;naturaleza;solo;2;ninguna;137904;22;4.0;68
U03298;45;Colombia;Pereira;cultural;pareja;1;ninguna;185362;21;4.5;43
U03299;39;Colombia;Neiva;aventura;solo;2;ninguna;80000;35;4.4;74
U03300;66;Francia;Extranjero;naturaleza;familia;3;ninguna;137307;20;3.8;158
U03301;46;Colombia;Pasto;naturaleza;pareja;2;ninguna;160976;5;4.4;215
U03302;39;Argentina;Extranjero;aventura;familia;2;ninguna;106247;38;3.1;152
U03303;57;Colombia;Neiva;naturaleza;pareja;1;ninguna;194004;17;4.9;342
U03304;37;Colombia;Pereira;aventura;amigos;4;ninguna;278542;6;5.0;238
U03305;59;Colombia;Ibagué;naturaleza;pareja;1;ninguna;210940;17;4.0;149
U03306;43;España;Extranjero;gastronómico;solo;3;ninguna;80000;10;3.3;225
U03307;19;Colombia;Medellín;relax_fotografía;pareja;2;ninguna;112219;31;3.8;159
U03308;68;Colombia;Pasto;cultural;pareja;2;ninguna;139818;2;3.0;96
U03309;66;Colombia;Neiva;aventura;solo;2;ninguna;294792;3;4.3;309
U03310;30;Colombia;Barranquilla;aventura;pareja;3;ninguna;229027;35;4.3;305
U03311;27;Colombia;Manizales;relax_fotografía;familia;3;ninguna;200709;14;3.3;184
U03312;20;Estados Unidos;Extranjero;aventura;pareja;1;ninguna;166535;22;3.6;95
U03313;18;Colombia;Pereira;cultural;pareja;4;ninguna;273805;27;3.6;252
U03314;69;Colombia;Cúcuta;naturaleza;familia;1;ninguna;182729;5;4.7;216
U03315;55;Colombia;Villavicencio;naturaleza;pareja;2;ninguna;334255;9;4.5;356
U03316;44;Colombia;Villavicencio;gastronómico;pareja;1;ninguna;192479;37;4.6;169
U03317;41;Colombia;Tunja;aventura;familia;4;ninguna;273670;18;4.5;44
U03318;42;Colombia;Neiva;gastronómico;pareja;1;ninguna;258341;23;5.0;164
U03319;28;Colombia;Cartagena;gastronómico;pareja;2;ninguna;80000;11;4.1;114
U03320;22;Colombia;Tunja;cultural;pareja;3;leve;117909;30;4.1;215
U03321;69;Colombia;Neiva;cultural;pareja;1;ninguna;345273;35;4.9;289
U03322;58;Colombia;Tunja;cultural;pareja;1;ninguna;274471;19;4.5;320
U03323;42;Colombia;Cartagena;cultural;pareja;1;ninguna;217596;26;4.5;213
U03324;25;Colombia;Cali;cultural;pareja;2;ninguna;215899;36;3.1;236
U03325;55;Alemania;Extranjero;aventura;solo;1;ninguna;222071;5;4.4;330
U03326;55;Colombia;Tunja;naturaleza;pareja;2;ninguna;218620;15;4.3;30
U03327;19;México;Extranjero;aventura;solo;2;ninguna;80000;28;4.6;296
U03328;44;Colombia;Ibagué;naturaleza;pareja;3;ninguna;100694;34;3.6;114
U03329;67;Colombia;Villavicencio;aventura;pareja;2;ninguna;243637;27;3.5;105
U03330;35;Colombia;Bucaramanga;aventura;solo;1;leve;148928;14;3.9;239
U03331;25;Colombia;Ibagué;aventura;pareja;3;ninguna;178576;0;4.1;235
U03332;54;Colombia;Ibagué;naturaleza;solo;1;ninguna;322985;19;4.1;138
U03333;55;Colombia;Barranquilla;naturaleza;pareja;3;ninguna;156531;16;4.8;56
U03334;62;Brasil;Extranjero;cultural;pareja;1;ninguna;323797;24;3.7;279
U03335;22;México;Extranjero;relax_fotografía;pareja;1;ninguna;367950;29;5.0;217
U03336;44;Colombia;Pereira;relax_fotografía;pareja;1;ninguna;284584;8;3.6;229
U03337;31;Colombia;Cali;gastronómico;familia;2;ninguna;88307;1;4.3;317
U03338;50;España;Extranjero;cultural;familia;3;silla_ruedas;150160;14;3.9;49
U03339;62;Alemania;Extranjero;naturaleza;pareja;1;ninguna;272697;12;5.0;35
U03340;29;Colombia;Bucaramanga;naturaleza;amigos;3;ninguna;338829;28;3.9;277
U03341;30;Colombia;Cartagena;gastronómico;solo;4;ninguna;80000;3;3.7;275
U03342;31;Colombia;Pereira;naturaleza;pareja;2;ninguna;194299;12;4.4;120
U03343;31;Colombia;Bogotá;cultural;pareja;2;ninguna;255518;31;3.9;356
U03344;66;Colombia;Manizales;naturaleza;solo;2;ninguna;295586;31;4.0;156
U03345;37;Colombia;Bogotá;cultural;familia;1;ninguna;225481;20;4.5;127
U03346;31;Colombia;Manizales;aventura;solo;3;ninguna;310950;34;5.0;107
U03347;66;Perú;Extranjero;relax_fotografía;solo;4;ninguna;250527;18;4.0;190
U03348;51;Colombia;Tunja;gastronómico;familia;2;ninguna;243788;26;4.6;227
U03349;39;Colombia;Barranquilla;naturaleza;familia;2;ninguna;354971;30;3.5;256
U03350;63;Colombia;Bucaramanga;aventura;pareja;2;ninguna;80000;31;4.6;53
U03351;48;Colombia;Cali;cultural;solo;1;ninguna;289775;29;4.2;30
U03352;25;Colombia;Tunja;aventura;familia;2;ninguna;282673;39;3.8;252
U03353;57;Colombia;Pereira;aventura;familia;2;ninguna;288849;12;3.1;325
U03354;42;Colombia;Villavicencio;cultural;familia;1;ninguna;216208;27;4.2;236
U03355;20;Colombia;Bucaramanga;aventura;solo;3;ninguna;235875;22;3.9;212
U03356;62;Colombia;Cali;naturaleza;familia;2;ninguna;229270;9;4.5;60
U03357;60;Colombia;Bogotá;naturaleza;amigos;2;ninguna;192594;36;3.9;138
U03358;21;Ecuador;Extranjero;relax_fotografía;solo;1;ninguna;253608;9;4.0;67
U03359;29;Colombia;Pasto;cultural;pareja;4;ninguna;171573;36;4.0;148
U03360;23;Colombia;Bucaramanga;naturaleza;amigos;1;ninguna;274141;26;4.0;319
U03361;22;Colombia;Bucaramanga;aventura;familia;3;ninguna;144666;33;4.6;343
U03362;44;Argentina;Extranjero;gastronómico;amigos;1;ninguna;313897;12;3.8;127
U03363;45;Colombia;Neiva;cultural;amigos;3;ninguna;243732;27;4.0;332
U03364;40;Argentina;Extranjero;cultural;pareja;2;ninguna;289088;22;4.1;188
U03365;60;Colombia;Pasto;cultural;pareja;2;leve;275897;15;3.9;130
U03366;25;Colombia;Tunja;gastronómico;familia;3;ninguna;348436;11;4.0;135
U03367;29;Estados Unidos;Extranjero;aventura;familia;1;ninguna;107232;18;3.3;98
U03368;18;Colombia;Cali;aventura;pareja;4;ninguna;332288;39;4.2;249
U03369;67;Colombia;Bucaramanga;aventura;pareja;1;ninguna;181705;36;3.9;114
U03370;52;Colombia;Medellín;naturaleza;familia;1;ninguna;294475;8;4.4;265
U03371;46;Colombia;Cali;naturaleza;pareja;1;ninguna;213116;4;3.3;34
U03372;29;Colombia;Medellín;relax_fotografía;solo;2;ninguna;240455;17;3.9;351
U03373;49;Colombia;Neiva;cultural;familia;1;ninguna;240519;4;4.0;249
U03374;52;Colombia;Ibagué;cultural;familia;1;ninguna;266944;11;4.9;338
U03375;31;Colombia;Barranquilla;aventura;familia;1;ninguna;188995;33;3.9;115
U03376;41;Colombia;Barranquilla;cultural;amigos;1;ninguna;279139;10;4.5;212
U03377;54;Colombia;Manizales;gastronómico;amigos;3;ninguna;212054;11;4.2;272
U03378;27;Colombia;Barranquilla;aventura;pareja;2;ninguna;145473;13;4.3;234
U03379;57;Colombia;Ibagué;aventura;familia;2;ninguna;180492;24;4.2;75
U03380;66;Colombia;Manizales;relax_fotografía;pareja;2;ninguna;212988;14;4.3;61
U03381;61;Ecuador;Extranjero;gastronómico;pareja;1;ninguna;242891;30;4.5;342
U03382;56;Colombia;Manizales;naturaleza;familia;2;ninguna;186020;33;4.1;114
U03383;54;Colombia;Medellín;naturaleza;pareja;3;ninguna;184776;20;3.2;319
U03384;21;Colombia;Neiva;cultural;amigos;2;silla_ruedas;133597;19;4.7;85
U03385;43;Colombia;Manizales;cultural;pareja;2;ninguna;128353;21;3.5;144
U03386;43;Colombia;Ibagué;cultural;familia;1;ninguna;356965;25;3.4;280
U03387;53;Colombia;Barranquilla;naturaleza;pareja;4;ninguna;124073;5;4.2;71
U03388;27;Colombia;Pereira;naturaleza;familia;3;ninguna;259675;21;4.1;242
U03389;33;Colombia;Cali;cultural;pareja;1;ninguna;305131;1;4.1;274
U03390;67;Colombia;Villavicencio;aventura;solo;2;ninguna;170782;6;4.6;73
U03391;18;Colombia;Medellín;relax_fotografía;pareja;2;ninguna;179112;27;3.9;156
U03392;60;Colombia;Villavicencio;naturaleza;pareja;1;ninguna;184392;25;3.5;98
U03393;32;Colombia;Pereira;cultural;pareja;1;ninguna;143827;1;3.8;339
U03394;42;Colombia;Cúcuta;naturaleza;amigos;3;ninguna;275466;14;4.1;37
U03395;69;Colombia;Ibagué;cultural;familia;1;ninguna;220928;34;4.0;223
U03396;58;Colombia;Cúcuta;gastronómico;familia;1;ninguna;93062;38;4.3;124
U03397;57;Colombia;Cali;aventura;pareja;1;ninguna;197971;30;3.4;199
U03398;34;Colombia;Neiva;aventura;pareja;2;ninguna;229210;1;4.1;242
U03399;65;Estados Unidos;Extranjero;cultural;amigos;1;silla_ruedas;234726;9;4.9;223
U03400;56;Colombia;Bucaramanga;aventura;solo;2;ninguna;148077;28;4.3;272
U03401;29;Colombia;Neiva;naturaleza;pareja;1;ninguna;267075;36;3.9;325
U03402;52;Colombia;Bucaramanga;aventura;solo;4;ninguna;206922;36;4.1;267
U03403;45;Colombia;Ibagué;cultural;familia;2;ninguna;204281;23;4.4;181
U03404;43;Argentina;Extranjero;relax_fotografía;familia;1;ninguna;263430;7;4.0;169
U03405;34;Estados Unidos;Extranjero;cultural;pareja;1;ninguna;215637;26;4.0;238
U03406;57;Colombia;Cúcuta;naturaleza;amigos;2;ninguna;279730;5;4.0;37
U03407;42;Colombia;Tunja;cultural;solo;1;ninguna;84199;17;3.8;57
U03408;44;Estados Unidos;Extranjero;gastronómico;pareja;1;ninguna;239078;9;3.4;109
U03409;51;Colombia;Bogotá;aventura;pareja;3;ninguna;256151;32;4.1;314
U03410;34;Colombia;Manizales;cultural;pareja;3;ninguna;249127;37;3.8;186
U03411;55;Colombia;Tunja;cultural;amigos;2;ninguna;170148;3;4.9;35
U03412;30;Colombia;Manizales;relax_fotografía;familia;1;ninguna;111849;24;4.7;276
U03413;33;Colombia;Villavicencio;gastronómico;amigos;3;ninguna;162983;0;2.8;341
U03414;69;Colombia;Cartagena;cultural;pareja;2;ninguna;212464;19;3.4;215
U03415;36;Colombia;Cali;gastronómico;pareja;2;ninguna;284540;14;4.5;281
U03416;39;Colombia;Cali;aventura;solo;1;ninguna;294463;38;4.9;271
U03417;64;Colombia;Neiva;naturaleza;solo;2;ninguna;123728;11;4.2;214
U03418;36;Colombia;Bucaramanga;naturaleza;pareja;2;ninguna;223739;11;4.7;351
U03419;32;México;Extranjero;relax_fotografía;solo;4;ninguna;160276;30;4.6;292
U03420;63;Colombia;Bogotá;naturaleza;amigos;1;ninguna;337722;25;3.6;173
U03421;34;Colombia;Cartagena;naturaleza;amigos;1;ninguna;250272;14;4.5;349
U03422;60;Colombia;Pereira;gastronómico;pareja;1;ninguna;181310;21;4.4;258
U03423;68;Colombia;Manizales;aventura;amigos;2;ninguna;378624;19;3.8;139
U03424;38;Colombia;Bogotá;relax_fotografía;solo;1;ninguna;354451;21;4.6;359
U03425;18;Brasil;Extranjero;aventura;pareja;3;ninguna;246832;12;4.1;154
U03426;20;Colombia;Cúcuta;gastronómico;solo;2;ninguna;134389;23;5.0;121
U03427;27;Colombia;Villavicencio;cultural;pareja;1;ninguna;139226;19;4.5;347
U03428;28;Colombia;Cali;cultural;pareja;3;ninguna;199178;34;3.8;69
U03429;27;Colombia;Bucaramanga;gastronómico;familia;3;ninguna;196389;8;3.1;234
U03430;64;Estados Unidos;Extranjero;gastronómico;pareja;3;ninguna;149763;2;3.9;213
U03431;59;Colombia;Barranquilla;aventura;pareja;2;silla_ruedas;80000;39;4.8;357
U03432;67;Colombia;Cali;gastronómico;pareja;2;ninguna;278139;16;5.0;65
U03433;54;Colombia;Neiva;gastronómico;pareja;3;ninguna;165065;19;3.8;348
U03434;45;Colombia;Manizales;cultural;familia;1;ninguna;220273;4;4.4;329
U03435;66;Colombia;Bucaramanga;aventura;solo;1;ninguna;284050;26;3.9;257
U03436;52;Colombia;Cali;aventura;pareja;3;ninguna;341034;6;4.0;297
U03437;36;Colombia;Cúcuta;gastronómico;pareja;4;ninguna;226048;36;3.8;276
U03438;49;Colombia;Bogotá;cultural;familia;1;ninguna;110318;13;4.3;90
U03439;57;Colombia;Medellín;cultural;pareja;1;ninguna;173283;21;3.8;195
U03440;24;Colombia;Bucaramanga;cultural;amigos;2;ninguna;257208;29;3.9;192
U03441;64;Colombia;Cúcuta;cultural;pareja;2;leve;166624;0;3.7;112
U03442;30;Colombia;Pereira;relax_fotografía;pareja;1;ninguna;262740;21;3.6;49
U03443;68;Colombia;Cali;cultural;amigos;1;ninguna;209426;4;4.1;292
U03444;46;Colombia;Pasto;aventura;solo;3;ninguna;313083;0;4.3;198
U03445;22;Francia;Extranjero;cultural;pareja;3;ninguna;176738;37;4.3;136
U03446;53;Colombia;Bogotá;relax_fotografía;familia;2;ninguna;88042;21;4.3;96
U03447;56;Colombia;Pereira;aventura;solo;1;ninguna;111732;30;3.6;330
U03448;23;Colombia;Pasto;naturaleza;familia;3;ninguna;218959;12;4.6;261
U03449;53;Colombia;Barranquilla;relax_fotografía;amigos;2;ninguna;109352;18;4.5;36
U03450;40;Colombia;Cali;naturaleza;pareja;1;ninguna;151079;14;3.2;134
U03451;59;Colombia;Cúcuta;gastronómico;familia;2;ninguna;156585;34;4.5;305
U03452;43;Francia;Extranjero;cultural;familia;2;ninguna;267375;31;3.8;319
U03453;56;Estados Unidos;Extranjero;naturaleza;amigos;1;ninguna;80000;30;4.2;335
U03454;59;Colombia;Neiva;gastronómico;familia;1;ninguna;300779;9;4.2;217
U03455;52;Colombia;Medellín;gastronómico;pareja;3;ninguna;133394;20;3.5;127
U03456;36;Colombia;Villavicencio;cultural;solo;1;ninguna;305969;24;4.0;88
U03457;23;Colombia;Cali;cultural;pareja;2;ninguna;206970;28;4.4;103
U03458;37;Colombia;Cali;cultural;pareja;2;ninguna;111689;36;3.4;115
U03459;54;Colombia;Cartagena;cultural;pareja;1;ninguna;283217;14;3.8;76
U03460;51;Colombia;Pasto;cultural;familia;2;ninguna;80000;19;4.4;110
U03461;69;Colombia;Pasto;naturaleza;pareja;2;ninguna;283724;18;4.0;188
U03462;27;Colombia;Cúcuta;relax_fotografía;pareja;2;ninguna;171315;30;4.1;123
U03463;56;Colombia;Neiva;gastronómico;familia;3;ninguna;129737;25;4.4;56
U03464;63;Colombia;Cartagena;cultural;pareja;2;ninguna;227151;29;4.3;158
U03465;45;Colombia;Pasto;naturaleza;pareja;2;ninguna;218788;27;4.2;268
U03466;64;Colombia;Neiva;relax_fotografía;pareja;1;ninguna;338017;10;4.8;281
U03467;66;Colombia;Cúcuta;cultural;pareja;1;ninguna;292683;34;4.8;287
U03468;43;Colombia;Bucaramanga;cultural;solo;2;ninguna;147514;37;3.3;164
U03469;22;España;Extranjero;aventura;amigos;2;leve;139461;27;4.3;303
U03470;18;Colombia;Villavicencio;naturaleza;familia;1;ninguna;315159;21;4.2;88
U03471;55;Colombia;Ibagué;aventura;pareja;2;ninguna;149913;16;3.5;46
U03472;36;Colombia;Barranquilla;gastronómico;familia;1;ninguna;265742;35;3.2;302
U03473;53;Colombia;Cartagena;relax_fotografía;familia;2;ninguna;179177;3;4.1;178
U03474;46;Colombia;Cúcuta;naturaleza;pareja;2;ninguna;246821;14;3.9;277
U03475;50;Colombia;Pereira;aventura;pareja;2;ninguna;299096;26;5.0;284
U03476;50;Colombia;Pasto;cultural;pareja;1;ninguna;203090;9;4.2;123
U03477;31;Colombia;Manizales;relax_fotografía;familia;2;ninguna;249638;8;4.3;264
U03478;41;Colombia;Bucaramanga;relax_fotografía;familia;2;ninguna;247038;9;3.5;196
U03479;40;Colombia;Cartagena;cultural;pareja;3;ninguna;160769;12;3.9;67
U03480;38;Colombia;Barranquilla;naturaleza;pareja;2;ninguna;156570;16;4.4;209
U03481;66;Francia;Extranjero;naturaleza;amigos;1;ninguna;169647;10;4.1;59
U03482;57;Colombia;Cartagena;naturaleza;familia;1;ninguna;197435;0;4.0;124
U03483;57;Colombia;Bogotá;cultural;pareja;1;ninguna;334298;35;4.7;342
U03484;28;Colombia;Cali;aventura;pareja;2;ninguna;198314;37;4.8;324
U03485;63;Colombia;Villavicencio;gastronómico;familia;3;ninguna;174412;34;3.9;165
U03486;38;Canadá;Extranjero;cultural;familia;2;ninguna;284323;39;4.7;131
U03487;44;Colombia;Bogotá;cultural;pareja;1;ninguna;217752;31;3.9;244
U03488;41;Colombia;Bogotá;naturaleza;amigos;1;ninguna;147215;19;4.4;97
U03489;55;Colombia;Cali;cultural;pareja;1;ninguna;134090;25;4.9;240
U03490;69;Colombia;Villavicencio;naturaleza;pareja;1;ninguna;107059;26;4.0;154
U03491;27;Colombia;Cartagena;naturaleza;familia;1;ninguna;271120;17;4.5;127
U03492;21;Colombia;Cúcuta;gastronómico;solo;1;ninguna;311862;33;4.4;214
U03493;44;Colombia;Pereira;gastronómico;pareja;1;ninguna;240488;31;4.3;341
U03494;32;Colombia;Bucaramanga;cultural;familia;3;ninguna;288277;4;4.5;106
U03495;47;Colombia;Barranquilla;cultural;solo;3;ninguna;180507;38;3.7;93
U03496;42;Colombia;Pereira;aventura;solo;2;ninguna;150732;30;4.1;168
U03497;67;Colombia;Medellín;relax_fotografía;pareja;2;ninguna;255059;4;5.0;271
U03498;39;Colombia;Cartagena;naturaleza;familia;1;ninguna;305092;31;4.2;40
U03499;56;Colombia;Tunja;gastronómico;familia;3;ninguna;174706;11;4.1;193
U03500;37;Colombia;Barranquilla;gastronómico;pareja;3;ninguna;140826;28;3.9;306
U03501;68;Colombia;Bogotá;aventura;pareja;1;ninguna;143099;31;5.0;134
U03502;52;Colombia;Neiva;cultural;solo;1;ninguna;175599;16;5.0;71
U03503;30;Colombia;Tunja;aventura;pareja;3;ninguna;288283;16;4.8;40
U03504;35;Colombia;Medellín;aventura;familia;2;ninguna;296271;32;3.4;125
U03505;63;Colombia;Tunja;relax_fotografía;pareja;3;ninguna;207355;34;4.6;65
U03506;44;Colombia;Pasto;naturaleza;amigos;1;ninguna;240632;5;3.7;177
U03507;18;México;Extranjero;gastronómico;familia;1;ninguna;300978;29;4.1;224
U03508;43;Colombia;Cali;cultural;familia;2;ninguna;271332;4;4.0;41
U03509;33;Colombia;Cali;cultural;familia;2;ninguna;217025;9;4.4;89
U03510;20;Colombia;Cali;naturaleza;familia;3;ninguna;142841;1;3.2;353
U03511;31;Colombia;Ibagué;relax_fotografía;pareja;2;ninguna;218420;13;4.5;274
U03512;34;Canadá;Extranjero;naturaleza;pareja;1;ninguna;285709;2;4.8;52
U03513;28;Colombia;Ibagué;gastronómico;pareja;2;ninguna;90766;24;3.8;348
U03514;20;Colombia;Neiva;naturaleza;familia;2;ninguna;204176;22;4.4;102
U03515;30;Colombia;Medellín;relax_fotografía;pareja;1;ninguna;206492;25;3.6;299
U03516;59;Brasil;Extranjero;cultural;solo;2;ninguna;234428;33;3.9;299
U03517;65;Colombia;Cali;gastronómico;pareja;2;silla_ruedas;259388;22;3.2;44
U03518;38;Colombia;Barranquilla;aventura;familia;4;ninguna;262185;21;4.9;204
U03519;40;Colombia;Cúcuta;cultural;pareja;1;ninguna;219165;28;3.8;85
U03520;21;Colombia;Medellín;naturaleza;pareja;3;leve;328883;4;4.5;124
U03521;47;Colombia;Pasto;cultural;pareja;1;ninguna;297724;2;3.6;338
U03522;20;Colombia;Cartagena;cultural;amigos;3;ninguna;149043;20;4.6;224
U03523;49;Colombia;Manizales;relax_fotografía;pareja;3;ninguna;121158;8;3.7;180
U03524;41;Colombia;Pasto;cultural;amigos;1;ninguna;163730;7;2.8;132
U03525;46;Colombia;Cartagena;relax_fotografía;solo;1;ninguna;287648;31;5.0;134
U03526;49;Colombia;Cúcuta;cultural;pareja;1;ninguna;234556;34;4.4;50
U03527;22;Colombia;Villavicencio;naturaleza;familia;2;ninguna;209298;10;4.1;165
U03528;54;Colombia;Manizales;aventura;solo;2;ninguna;327521;21;4.7;112
U03529;55;Colombia;Medellín;cultural;amigos;1;ninguna;258966;37;4.9;273
U03530;25;Colombia;Bucaramanga;cultural;pareja;4;ninguna;126997;31;4.6;235
U03531;50;Colombia;Barranquilla;cultural;solo;1;ninguna;170806;11;4.1;238
U03532;60;Colombia;Ibagué;naturaleza;solo;2;ninguna;190446;39;4.0;247
U03533;54;Colombia;Cali;naturaleza;familia;3;ninguna;196155;20;4.9;193
U03534;59;Colombia;Bogotá;aventura;solo;2;ninguna;156794;7;4.2;312
U03535;37;Estados Unidos;Extranjero;cultural;pareja;2;ninguna;275725;16;4.2;120
U03536;18;Colombia;Tunja;relax_fotografía;familia;3;ninguna;436540;23;4.7;158
U03537;52;Colombia;Bogotá;cultural;familia;3;ninguna;207626;25;3.4;162
U03538;35;Colombia;Pereira;cultural;pareja;4;ninguna;258367;8;4.9;217
U03539;24;Colombia;Tunja;gastronómico;pareja;3;ninguna;255782;38;4.3;320
U03540;43;Colombia;Cúcuta;naturaleza;amigos;2;ninguna;231634;9;4.2;260
U03541;33;Colombia;Medellín;naturaleza;pareja;1;ninguna;138508;2;4.9;295
U03542;49;Colombia;Tunja;gastronómico;familia;1;ninguna;147544;38;3.5;348
U03543;68;Colombia;Bogotá;naturaleza;solo;3;leve;279191;14;5.0;128
U03544;68;Estados Unidos;Extranjero;cultural;pareja;4;ninguna;276737;37;4.9;352
U03545;34;Colombia;Cúcuta;relax_fotografía;amigos;1;ninguna;179269;9;4.1;316
U03546;44;Colombia;Barranquilla;naturaleza;amigos;3;ninguna;269112;38;4.5;301
U03547;63;Colombia;Bucaramanga;aventura;pareja;1;ninguna;294861;29;4.2;87
U03548;33;Colombia;Bogotá;aventura;pareja;4;leve;314627;1;5.0;323
U03549;26;Alemania;Extranjero;aventura;pareja;2;ninguna;266938;39;4.5;277
U03550;46;México;Extranjero;aventura;familia;3;ninguna;297106;16;4.4;290
U03551;44;Colombia;Pasto;cultural;pareja;2;ninguna;123712;36;4.0;54
U03552;45;Argentina;Extranjero;relax_fotografía;solo;1;silla_ruedas;318467;9;4.3;110
U03553;68;Colombia;Bogotá;gastronómico;pareja;2;ninguna;302132;33;4.8;290
U03554;51;Colombia;Bogotá;relax_fotografía;pareja;2;ninguna;287903;33;4.4;224
U03555;41;Colombia;Barranquilla;cultural;pareja;1;ninguna;227039;15;4.8;139
U03556;27;Alemania;Extranjero;cultural;pareja;3;ninguna;245641;8;4.6;61
U03557;69;Colombia;Neiva;relax_fotografía;pareja;2;ninguna;253028;33;5.0;184
U03558;24;Colombia;Bucaramanga;aventura;amigos;1;ninguna;305211;16;4.5;341
U03559;61;Colombia;Ibagué;gastronómico;familia;1;leve;198344;39;4.4;93
